Year,H.S Code,Commodity Description,Country,Value (S.R),Weight (kg)
2021,8041021,PRESSED DATES,MALDIVES,369434.0,"30,693"
2021,8041021,PRESSED DATES,GERMANY,1133405.0,"105,874"
2021,8041021,PRESSED DATES,HUNGARY,1000.0,448
2021,8041021,PRESSED DATES,MOROCCO,3253868.0,"422,780"
2021,8041021,PRESSED DATES,UNITED KINGDOM,3649188.0,"410,281"
2021,8041021,PRESSED DATES,NORWAY,61776.0,"16,310"
2021,8041021,PRESSED DATES,AUSTRIA,1773.0,300
2021,8041021,PRESSED DATES,INDIA,3838872.0,"1,064,271"
2021,8041021,PRESSED DATES,U.S.A,6528528.0,"479,005"
2021,8041021,PRESSED DATES,JAPAN,2015.0,310
2021,8041021,PRESSED DATES,GREECE,1768.0,300
2021,8041021,PRESSED DATES,INDONESIA,1683121.0,"586,443"
2021,8041021,PRESSED DATES,IRELAND,98758.0,"9,556"
2021,8041021,PRESSED DATES,ITALY,14925.0,"1,415"
2021,8041021,PRESSED DATES,PAKISTAN,75644.0,"14,538"
2021,8041021,PRESSED DATES,BRUNEI DARUSSALAM,563697.0,"19,788"
2021,8041021,PRESSED DATES,BELGIUM,158358.0,"5,300"
2021,8041021,PRESSED DATES,BULGARIA,1775.0,310
2021,8041021,PRESSED DATES,BANGLADESH,3736991.0,"1,738,154"
2021,8041021,PRESSED DATES,BENIN,9000.0,"4,000"
2021,8041021,PRESSED DATES,POLAND,12655.0,"1,156"
2021,8041021,PRESSED DATES,TURKEY,2920445.0,"691,878"
2021,8041021,PRESSED DATES,CHAD,4736.0,955
2021,8041021,PRESSED DATES,TANZANIA,493500.0,"213,400"
2021,8041021,PRESSED DATES,TOGO,276460.0,"130,100"
2021,8041021,PRESSED DATES,TUNISIA,6275.0,"1,571"
2021,8041021,PRESSED DATES,GAMBIA,17285.0,"9,360"
2021,8041021,PRESSED DATES,SOMALIA,457416.0,"299,520"
2021,8041021,PRESSED DATES,SOUTH AFRICA,682433.0,"43,144"
2021,8041021,PRESSED DATES,GEORGIA,302662.0,"96,900"
2021,8041021,PRESSED DATES,DJIBOUTI,228473.0,"102,027"
2021,8041021,PRESSED DATES,RUSSIAN FEDERATION,3620.0,554
2021,8041021,PRESSED DATES,ROMANIA,3960.0,638
2021,8041021,PRESSED DATES,COTE D'IVOIRE,3546.0,600
2021,8041021,PRESSED DATES,SRI LANKA,1113778.0,"252,493"
2021,8041021,PRESSED DATES,SULTANATE OF OMAN,39471104.0,"9,614,871"
2021,8041021,PRESSED DATES,SINGAPORE,65935.0,"6,000"
2021,8041021,PRESSED DATES,SYRIA,194407.0,"104,874"
2021,8041021,PRESSED DATES,SWITZERLAND,1005357.0,"29,543"
2021,8041021,PRESSED DATES,TAJIKISTAN,51175.0,"20,904"
2021,8041021,PRESSED DATES,GHANA,2100.0,"2,000"
2021,8041021,PRESSED DATES,GUYANA,20687.0,"6,400"
2021,8041021,PRESSED DATES,GUINEA,30690.0,"20,500"
2021,8041021,PRESSED DATES,FRANCE,30165.0,"3,411"
2021,8041021,PRESSED DATES,PALESTINE,88200.0,"25,200"
2021,8041021,PRESSED DATES,KYRGYZSTAN,51750.0,"21,000"
2021,8041021,PRESSED DATES,QATAR,3255588.0,"301,351"
2021,8041021,PRESSED DATES,KAZAKHSTAN,433377.0,"211,404"
2021,8041021,PRESSED DATES,CAMBODIA,9000.0,"5,500"
2021,8041021,PRESSED DATES,CANADA,1606904.0,"130,945"
2021,8041021,PRESSED DATES,SOUTH KOREA,155354.0,"7,183"
2021,8041021,PRESSED DATES,KENYA,117567.0,"68,776"
2021,8041021,PRESSED DATES,LEBANON,5006190.0,"2,157,717"
2021,8041021,PRESSED DATES,LIBYA,69000.0,"9,460"
2021,8041021,PRESSED DATES,LITHUANIA,344438.0,"39,000"
2021,8041021,PRESSED DATES,MALI,3538.0,600
2021,8041021,PRESSED DATES,MALAYSIA,3150316.0,"340,952"
2021,8041021,PRESSED DATES,EGYPT,4388192.0,"1,096,982"
2021,8041021,PRESSED DATES,MAURITANIA,986239.0,"330,048"
2021,8041021,PRESSED DATES,MAURITIUS,235593.0,"12,300"
2021,8041021,PRESSED DATES,NIGERIA,6272.0,"2,190"
2021,8041021,PRESSED DATES,NEW ZEALAND,126557.0,"16,200"
2021,8041021,PRESSED DATES,NETHERLANDS,718371.0,"172,908"
2021,8041021,PRESSED DATES,HONG KONG,149125.0,"8,219"
2021,8041029,OTHER DRIED DATES,ALBANIA,224016.0,"44,272"
2021,8041029,OTHER DRIED DATES,UZBEKISTAN,511722.0,"270,930"
2021,8041029,OTHER DRIED DATES,UGANDA,1062.0,100
2021,8041029,OTHER DRIED DATES,AUSTRALIA,502652.0,"38,992"
2021,8041029,OTHER DRIED DATES,JORDAN,11789276.0,"2,465,966"
2021,8041029,OTHER DRIED DATES,UNITED ARAB EMIRATES,151269103.0,"25,931,886"
2021,8041029,OTHER DRIED DATES,BAHRAIN,496281.0,"105,184"
2021,8041029,OTHER DRIED DATES,REPUBLIC OF YEMEN,13000.0,900
2021,8041029,OTHER DRIED DATES,DENMARK,76378.0,"19,258"
2021,8041029,OTHER DRIED DATES,SENEGAL,76176.0,"30,500"
2021,8041029,OTHER DRIED DATES,SUDAN,77728.0,"38,879"
2021,8041029,OTHER DRIED DATES,SWEDEN,213030.0,"22,836"
2021,8041029,OTHER DRIED DATES,CHINA,942120.0,"317,532"
2021,8041029,OTHER DRIED DATES,PHILIPPINES,35000.0,"56,000"
2021,8041029,OTHER DRIED DATES,KUWAIT,25983570.0,"4,853,218"
2021,8041029,OTHER DRIED DATES,GERMANY,1439059.0,"107,848"
2021,8041029,OTHER DRIED DATES,HUNGARY,85631.0,"10,800"
2021,8041029,OTHER DRIED DATES,MOROCCO,40049.0,"2,696"
2021,8041029,OTHER DRIED DATES,UNITED KINGDOM,3972427.0,"587,741"
2021,8041029,OTHER DRIED DATES,NORWAY,232272.0,"21,153"
2021,8041029,OTHER DRIED DATES,AUSTRIA,6881.0,391
2021,8041029,OTHER DRIED DATES,INDIA,6229557.0,"1,943,453"
2021,8041029,OTHER DRIED DATES,U.S.A,274349.0,"11,278"
2021,8041029,OTHER DRIED DATES,JAPAN,288.0,55
2021,8041029,OTHER DRIED DATES,INDONESIA,4022512.0,"1,185,052"
2021,8041029,OTHER DRIED DATES,PAKISTAN,325344.0,"112,020"
2021,8041029,OTHER DRIED DATES,BELGIUM,428568.0,"51,659"
2021,8041029,OTHER DRIED DATES,BANGLADESH,15861138.0,"6,605,613"
2021,8041029,OTHER DRIED DATES,TURKEY,15443039.0,"2,667,527"
2021,8041029,OTHER DRIED DATES,CHAD,686.0,550
2021,8041029,OTHER DRIED DATES,TANZANIA,10123.0,"25,630"
2021,8041029,OTHER DRIED DATES,TOGO,101000.0,"46,600"
2021,8041029,OTHER DRIED DATES,TUNISIA,142529.0,982
2021,8041029,OTHER DRIED DATES,GAMBIA,11800.0,"17,000"
2021,8041029,OTHER DRIED DATES,SOMALIA,3441293.0,"1,787,340"
2021,8041029,OTHER DRIED DATES,SOUTH AFRICA,821959.0,"123,545"
2021,8041029,OTHER DRIED DATES,DJIBOUTI,1356000.0,"564,380"
2021,8041029,OTHER DRIED DATES,RUSSIAN FEDERATION,2289920.0,"214,675"
2021,8041029,OTHER DRIED DATES,SRI LANKA,163154.0,"87,664"
2021,8041029,OTHER DRIED DATES,SULTANATE OF OMAN,6677144.0,"1,635,965"
2021,8041029,OTHER DRIED DATES,SINGAPORE,1250484.0,"127,857"
2021,8041029,OTHER DRIED DATES,SWITZERLAND,68861.0,"14,641"
2021,8041029,OTHER DRIED DATES,SIERRA LEONE,3000.0,"2,000"
2021,8041029,OTHER DRIED DATES,GHANA,30200.0,"11,000"
2021,8041029,OTHER DRIED DATES,FRANCE,213853.0,"19,692"
2021,8041029,OTHER DRIED DATES,QATAR,253176.0,"21,912"
2021,8041029,OTHER DRIED DATES,CANADA,1184985.0,"110,376"
2021,8041029,OTHER DRIED DATES,SOUTH KOREA,778.0,155
2021,8041029,OTHER DRIED DATES,KENYA,61522.0,"33,782"
2021,8041029,OTHER DRIED DATES,LEBANON,4866077.0,"1,326,527"
2021,8041029,OTHER DRIED DATES,MALAYSIA,7457555.0,"1,245,722"
2021,8041029,OTHER DRIED DATES,EGYPT,2808725.0,"2,035,289"
2021,8041029,OTHER DRIED DATES,MACEDONIA,74531.0,"23,861"
2021,8041029,OTHER DRIED DATES,MAURITANIA,189441.0,"96,000"
2021,8041029,OTHER DRIED DATES,MAURITIUS,27137.0,914
2021,8041029,OTHER DRIED DATES,NIGERIA,35199.0,"6,341"
2021,8041029,OTHER DRIED DATES,NETHERLANDS,786469.0,"85,092"
2021,8041029,OTHER DRIED DATES,HONG KONG,926477.0,"34,584"
2022,8041010,FRESH DATES,ETHIOPIA,2848461.0,"1,373,920"
2022,8041010,FRESH DATES,AZERBAIJAN,1256.0,"2,195"
2022,8041010,FRESH DATES,SPAIN,3440.0,"7,725"
2022,8041010,FRESH DATES,AUSTRALIA,5109364.0,"445,926"
2022,8041010,FRESH DATES,ESTONIA,905549.0,"56,289"
2022,8041010,FRESH DATES,ALBANIA,258783.0,"60,087"
2022,8041010,FRESH DATES,GERMANY,4540683.0,"529,675"
2022,8041010,FRESH DATES,INDONESIA,34069381.0,"8,387,830"
2022,8041010,FRESH DATES,UZBEKISTAN,42000.0,"22,000"
2022,8041010,FRESH DATES,IRELAND,605.0,918
2022,8041010,FRESH DATES,ITALY,1275.0,342
2022,8041010,FRESH DATES,JORDAN,19489028.0,"3,089,273"
2022,8041010,FRESH DATES,UNITED ARAB EMIRATES,355561.0,"157,971"
2022,8041010,FRESH DATES,BAHRAIN,100600.0,"70,620"
2022,8041010,FRESH DATES,PORTUGAL,802.0,"1,304"
2022,8041010,FRESH DATES,BOSNIA AND HERZEGOVINA,18862.0,"3,435"
2022,8041010,FRESH DATES,REPUBLIC OF YEMEN,3105766.0,"1,504,202"
2022,8041010,FRESH DATES,DENMARK,45000.0,"20,000"
2022,8041010,FRESH DATES,SENEGAL,860745.0,"160,380"
2022,8041010,FRESH DATES,SUDAN,2473674.0,"630,820"
2022,8041010,FRESH DATES,SWEDEN,2125914.0,"380,366"
2022,8041010,FRESH DATES,CHINA,11670582.0,"5,357,110"
2022,8041010,FRESH DATES,IRAQ,27931.0,"4,090"
2022,8041010,FRESH DATES,CAMEROON,662500.0,"125,000"
2022,8041010,FRESH DATES,KUWAIT,10280303.0,"2,249,524"
2022,8041010,FRESH DATES,MALDIVES,373711.0,"23,312"
2022,8041010,FRESH DATES,HUNGARY,1199.0,"1,343"
2022,8041010,FRESH DATES,MOROCCO,33982651.0,"3,559,152"
2022,8041010,FRESH DATES,UNITED KINGDOM,15716085.0,"1,626,055"
2022,8041010,FRESH DATES,NORWAY,322745.0,"73,387"
2022,8041010,FRESH DATES,NIGER,12430.0,"40,000"
2022,8041010,FRESH DATES,INDIA,35241795.0,"8,579,526"
2022,8041010,FRESH DATES,U.S.A,9734633.0,"823,104"
2022,8041010,FRESH DATES,JAPAN,2372476.0,"96,222"
2022,8041010,FRESH DATES,GREECE,46102.0,"32,589"
2022,8041010,FRESH DATES,PAKISTAN,1591852.0,"343,099"
2022,8041010,FRESH DATES,BRUNEI DARUSSALAM,5135973.0,"250,530"
2022,8041010,FRESH DATES,BELGIUM,916642.0,"103,241"
2022,8041010,FRESH DATES,BANGLADESH,19583370.0,"6,231,766"
2022,8041010,FRESH DATES,PANAMA,16309.0,"3,356"
2022,8041010,FRESH DATES,BENIN,281310.0,"97,000"
2022,8041010,FRESH DATES,BURUNDI,1.0,"4,500"
2022,8041010,FRESH DATES,POLAND,820.0,"1,339"
2022,8041010,FRESH DATES,THAILAND,69122.0,"17,332"
2022,8041010,FRESH DATES,TURKEY,35900278.0,"7,591,250"
2022,8041010,FRESH DATES,CHILE,4337.0,900
2022,8041010,FRESH DATES,TANZANIA,1813497.0,"586,423"
2022,8041010,FRESH DATES,TOGO,135500.0,"31,000"
2022,8041010,FRESH DATES,TUNISIA,22763.0,"2,220"
2022,8041010,FRESH DATES,GAMBIA,224150.0,"121,633"
2022,8041010,FRESH DATES,COMOROS,344424.0,"106,250"
2022,8041010,FRESH DATES,SOMALIA,18093925.0,"8,849,707"
2022,8041010,FRESH DATES,SOUTH SUDAN,37500.0,"26,000"
2022,8041010,FRESH DATES,SOUTH AFRICA,2093655.0,"419,851"
2022,8041010,FRESH DATES,GEORGIA,428788.0,"42,945"
2022,8041010,FRESH DATES,DJIBOUTI,11337467.0,"4,236,561"
2022,8041010,FRESH DATES,RUSSIAN FEDERATION,983743.0,"130,660"
2022,8041010,FRESH DATES,ROMANIA,9452.0,"1,760"
2022,8041010,FRESH DATES,COTE D'IVOIRE,265001.0,"50,000"
2022,8041010,FRESH DATES,SRI LANKA,1269323.0,"307,235"
2022,8041010,FRESH DATES,SULTANATE OF OMAN,3909954.0,"1,210,453"
2022,8041010,FRESH DATES,SINGAPORE,3616508.0,"213,263"
2022,8041010,FRESH DATES,SYRIA,1500.0,180
2022,8041010,FRESH DATES,SWITZERLAND,121828.0,"16,100"
2022,8041010,FRESH DATES,SIERRA LEONE,56300.0,"15,500"
2022,8041010,FRESH DATES,TAJIKISTAN,85965.0,"44,538"
2022,8041010,FRESH DATES,GHANA,309224.0,"75,000"
2022,8041010,FRESH DATES,GUINEA,1540571.0,"284,175"
2022,8041010,FRESH DATES,GUINEA-BISSAU,132500.0,"25,000"
2022,8041010,FRESH DATES,FRANCE,3571095.0,"393,349"
2022,8041010,FRESH DATES,PALESTINE,6300.0,"1,400"
2022,8041010,FRESH DATES,FINLAND,965.0,884
2022,8041010,FRESH DATES,VIETNAM,995.0,"1,749"
2022,8041010,FRESH DATES,QATAR,343000.0,"11,550"
2022,8041010,FRESH DATES,KAZAKHSTAN,1426255.0,"345,036"
2022,8041010,FRESH DATES,CANADA,4780546.0,"690,567"
2022,8041010,FRESH DATES,CUBA,8130.0,"3,700"
2022,8041010,FRESH DATES,SOUTH KOREA,467107.0,"40,444"
2022,8041010,FRESH DATES,KENYA,4262565.0,"1,337,925"
2022,8041010,FRESH DATES,LEBANON,2180083.0,"596,990"
2022,8041010,FRESH DATES,LIBYA,385725.0,"65,582"
2022,8041010,FRESH DATES,LITHUANIA,377217.0,"16,993"
2022,8041010,FRESH DATES,MALI,399925.0,"77,500"
2022,8041010,FRESH DATES,MALAYSIA,22114558.0,"2,573,847"
2022,8041010,FRESH DATES,EGYPT,12658052.0,"7,606,699"
2022,8041010,FRESH DATES,MAURITANIA,3222571.0,"991,410"
2022,8041010,FRESH DATES,MAURITIUS,132500.0,"25,000"
2022,8041010,FRESH DATES,MOZAMBIQUE,698099.0,"125,000"
2022,8041010,FRESH DATES,NEPAL,780.0,"1,329"
2022,8041010,FRESH DATES,NIGERIA,370246.0,"89,400"
2022,8041010,FRESH DATES,NETHERLANDS,7873326.0,"973,426"
2022,8041010,FRESH DATES,HONG KONG,438792.0,"21,199"
2022,8041021,PRESSED DATES,ETHIOPIA,1667.0,"1,500"
2022,8041021,PRESSED DATES,AZERBAIJAN,4223.0,"1,745"
2022,8041021,PRESSED DATES,ERITREA,2273.0,"1,500"
2022,8041021,PRESSED DATES,SPAIN,1515.0,"1,000"
2022,8041021,PRESSED DATES,AUSTRALIA,958854.0,"56,233"
2022,8041021,PRESSED DATES,AFGHANISTAN,1515.0,"1,000"
2022,8041021,PRESSED DATES,ALBANIA,36706.0,"18,800"
2022,8041021,PRESSED DATES,GERMANY,479864.0,"40,385"
2022,8041021,PRESSED DATES,INDONESIA,1160513.0,"180,510"
2022,8041021,PRESSED DATES,UZBEKISTAN,2273.0,"1,480"
2022,8041021,PRESSED DATES,ITALY,19060.0,"1,472"
2022,8041021,PRESSED DATES,ARGENTINA,1515.0,"1,000"
2022,8041021,PRESSED DATES,JORDAN,25335410.0,"6,172,134"
2022,8041021,PRESSED DATES,UNITED ARAB EMIRATES,173862957.0,"46,986,794"
2022,8041021,PRESSED DATES,BAHRAIN,9399625.0,"2,158,380"
2022,8041021,PRESSED DATES,BRAZIL,4287.0,797
2022,8041021,PRESSED DATES,PORTUGAL,2273.0,"1,500"
2022,8041021,PRESSED DATES,BOSNIA AND HERZEGOVINA,278274.0,"34,134"
2022,8041021,PRESSED DATES,CZECH REPUBLIC,3083.0,105
2022,8041021,PRESSED DATES,ALGERIA,3616.0,"1,250"
2022,8041021,PRESSED DATES,REPUBLIC OF YEMEN,159919516.0,"72,631,242"
2022,8041021,PRESSED DATES,SENEGAL,16881.0,"14,079"
2022,8041021,PRESSED DATES,SUDAN,318381.0,"340,757"
2022,8041021,PRESSED DATES,SWEDEN,654088.0,"42,006"
2022,8041021,PRESSED DATES,CHINA,6223.0,"2,328"
2022,8041021,PRESSED DATES,IRAQ,4525.0,"1,160"
2022,8041021,PRESSED DATES,PHILIPPINES,1515.0,"1,000"
2022,8041021,PRESSED DATES,KUWAIT,79327592.0,"16,129,357"
2022,8041021,PRESSED DATES,MALDIVES,530489.0,"17,396"
2022,8041021,PRESSED DATES,HUNGARY,1454.0,880
2022,8041021,PRESSED DATES,MOROCCO,884918.0,"109,995"
2022,8041021,PRESSED DATES,UNITED KINGDOM,706864.0,"90,786"
2022,8041021,PRESSED DATES,AUSTRIA,1033.0,45
2022,8041021,PRESSED DATES,INDIA,3038412.0,"359,846"
2022,8041021,PRESSED DATES,U.S.A,8861983.0,"646,894"
2022,8041021,PRESSED DATES,JAPAN,5848.0,259
2022,8041021,PRESSED DATES,GREECE,56220.0,"22,000"
2022,8041021,PRESSED DATES,PAKISTAN,103835.0,"37,945"
2022,8041021,PRESSED DATES,BRUNEI DARUSSALAM,571051.0,"13,800"
2022,8041021,PRESSED DATES,BELGIUM,174964.0,"5,050"
2022,8041021,PRESSED DATES,BANGLADESH,615629.0,"339,372"
2022,8041021,PRESSED DATES,BENIN,40500.0,"22,000"
2022,8041021,PRESSED DATES,BURKINA FASO,267651.0,"50,000"
2022,8041021,PRESSED DATES,THAILAND,1043.0,65
2022,8041021,PRESSED DATES,TURKMENISTAN,2270.0,"1,495"
2022,8041021,PRESSED DATES,TURKEY,646153.0,"247,158"
2022,8041021,PRESSED DATES,TANZANIA,9990.0,"5,328"
2022,8041021,PRESSED DATES,TOGO,122000.0,"69,700"
2022,8041021,PRESSED DATES,TUNISIA,81476.0,"5,539"
2022,8041021,PRESSED DATES,GAMBIA,283531.0,"63,618"
2022,8041021,PRESSED DATES,COMOROS,37800.0,"21,600"
2022,8041021,PRESSED DATES,SOMALIA,669715.0,"459,190"
2022,8041021,PRESSED DATES,GEORGIA,3030.0,"1,990"
2022,8041021,PRESSED DATES,DJIBOUTI,245310.0,"109,184"
2022,8041021,PRESSED DATES,RUSSIAN FEDERATION,438097.0,"92,197"
2022,8041021,PRESSED DATES,ROMANIA,5104.0,106
2022,8041021,PRESSED DATES,COTE D'IVOIRE,40500.0,"24,000"
2022,8041021,PRESSED DATES,SRI LANKA,222794.0,"69,039"
2022,8041021,PRESSED DATES,SULTANATE OF OMAN,47115853.0,"12,338,369"
2022,8041021,PRESSED DATES,SLOVAKIA,2410.0,643
2022,8041021,PRESSED DATES,SINGAPORE,1704943.0,"57,636"
2022,8041021,PRESSED DATES,SWITZERLAND,44284.0,"4,590"
2022,8041021,PRESSED DATES,TAJIKISTAN,48762.0,"20,314"
2022,8041021,PRESSED DATES,GHANA,57000.0,"33,620"
2022,8041021,PRESSED DATES,GUINEA,27000.0,"14,000"
2022,8041021,PRESSED DATES,FRANCE,380897.0,"39,162"
2022,8041021,PRESSED DATES,QATAR,11254194.0,"921,893"
2022,8041021,PRESSED DATES,KAZAKHSTAN,23044.0,"3,028"
2022,8041021,PRESSED DATES,CANADA,1595608.0,"119,852"
2022,8041021,PRESSED DATES,KENYA,8939.0,"3,900"
2022,8041021,PRESSED DATES,LEBANON,5817799.0,"1,092,017"
2022,8041021,PRESSED DATES,LIBERIA,267651.0,"50,000"
2022,8041021,PRESSED DATES,MALI,7500.0,"4,000"
2022,8041021,PRESSED DATES,MALAYSIA,681682.0,"29,690"
2022,8041021,PRESSED DATES,MADAGASCAR,20000.0,"7,845"
2022,8041021,PRESSED DATES,EGYPT,1273956.0,"250,340"
2022,8041021,PRESSED DATES,MACEDONIA,109890.0,"13,200"
2022,8041021,PRESSED DATES,MAURITANIA,54851.0,"26,230"
2022,8041021,PRESSED DATES,MAURITIUS,173686.0,"3,765"
2022,8041021,PRESSED DATES,MYANMAR,18957.0,"3,415"
2022,8041021,PRESSED DATES,NIGERIA,268963.0,"25,800"
2022,8041021,PRESSED DATES,NEW ZEALAND,791397.0,"59,500"
2022,8041021,PRESSED DATES,NETHERLANDS,444337.0,"70,253"
2022,8041021,PRESSED DATES,HONG KONG,5074.0,47
2022,8041029,OTHER DRIED DATES,ETHIOPIA,66655.0,"12,962"
2022,8041029,OTHER DRIED DATES,AZERBAIJAN,1309.0,520
2022,8041029,OTHER DRIED DATES,ERITREA,266250.0,"50,400"
2022,8041029,OTHER DRIED DATES,SPAIN,1251.0,405
2022,8041029,OTHER DRIED DATES,AUSTRALIA,323333.0,"35,026"
2022,8041029,OTHER DRIED DATES,AFGHANISTAN,1523.0,460
2022,8041029,OTHER DRIED DATES,ALBANIA,477166.0,"96,600"
2022,8041029,OTHER DRIED DATES,GERMANY,5136846.0,"355,016"
2022,8041029,OTHER DRIED DATES,INDONESIA,4282369.0,"1,294,381"
2022,8041029,OTHER DRIED DATES,UZBEKISTAN,1526.0,470
2022,8041029,OTHER DRIED DATES,UGANDA,71425.0,"12,130"
2022,8041029,OTHER DRIED DATES,UKRAINE,1253.0,410
2022,8041029,OTHER DRIED DATES,ITALY,138219.0,"11,087"
2022,8041029,OTHER DRIED DATES,ARGENTINA,2580.0,962
2022,8041029,OTHER DRIED DATES,JORDAN,21005857.0,"4,326,255"
2022,8041029,OTHER DRIED DATES,UNITED ARAB EMIRATES,175716740.0,"35,888,883"
2022,8041029,OTHER DRIED DATES,BAHRAIN,803578.0,"98,973"
2022,8041029,OTHER DRIED DATES,BRAZIL,1259.0,420
2022,8041029,OTHER DRIED DATES,PORTUGAL,1252.0,408
2022,8041029,OTHER DRIED DATES,BOSNIA AND HERZEGOVINA,180682.0,"33,400"
2022,8041029,OTHER DRIED DATES,ALGERIA,273720.0,"50,469"
2022,8041029,OTHER DRIED DATES,REPUBLIC OF YEMEN,505055.0,"256,665"
2022,8041029,OTHER DRIED DATES,DENMARK,168145.0,"23,858"
2022,8041029,OTHER DRIED DATES,EL SALVADOR,2821.0,546
2022,8041029,OTHER DRIED DATES,SENEGAL,103908.0,"47,890"
2022,8041029,OTHER DRIED DATES,SUDAN,907441.0,"145,265"
2022,8041029,OTHER DRIED DATES,SWEDEN,3183.0,633
2022,8041029,OTHER DRIED DATES,CHINA,1721327.0,"539,175"
2022,8041029,OTHER DRIED DATES,IRAQ,2776.0,870
2022,8041029,OTHER DRIED DATES,PHILIPPINES,172950.0,"7,500"
2022,8041029,OTHER DRIED DATES,CAMEROON,29623.0,"8,465"
2022,8041029,OTHER DRIED DATES,KUWAIT,1248.0,400
2022,8041029,OTHER DRIED DATES,MALDIVES,345114.0,"52,262"
2022,8041029,OTHER DRIED DATES,MOROCCO,50620092.0,"4,966,608"
2022,8041029,OTHER DRIED DATES,UNITED KINGDOM,3455756.0,"425,020"
2022,8041029,OTHER DRIED DATES,NORWAY,16376.0,"1,360"
2022,8041029,OTHER DRIED DATES,AUSTRIA,1250.0,400
2022,8041029,OTHER DRIED DATES,INDIA,13440858.0,"2,676,565"
2022,8041029,OTHER DRIED DATES,U.S.A,1298144.0,"58,763"
2022,8041029,OTHER DRIED DATES,JAPAN,7885.0,774
2022,8041029,OTHER DRIED DATES,GREECE,1251.0,405
2022,8041029,OTHER DRIED DATES,PAKISTAN,973478.0,"135,004"
2022,8041029,OTHER DRIED DATES,BRUNEI DARUSSALAM,18893.0,"3,226"
2022,8041029,OTHER DRIED DATES,BELGIUM,764155.0,"81,824"
2022,8041029,OTHER DRIED DATES,BULGARIA,139532.0,"25,605"
2022,8041029,OTHER DRIED DATES,BANGLADESH,21315707.0,"8,505,494"
2022,8041029,OTHER DRIED DATES,BENIN,27570.0,"68,500"
2022,8041029,OTHER DRIED DATES,POLAND,87982.0,"7,547"
2022,8041029,OTHER DRIED DATES,THAILAND,346848.0,"50,470"
2022,8041029,OTHER DRIED DATES,TURKEY,11313144.0,"2,808,025"
2022,8041029,OTHER DRIED DATES,CHAD,48930.0,"6,901"
2022,8041029,OTHER DRIED DATES,TANZANIA,733205.0,"158,270"
2022,8041029,OTHER DRIED DATES,TUNISIA,277711.0,"53,010"
2022,8041029,OTHER DRIED DATES,GAMBIA,4830.0,"1,174"
2022,8041029,OTHER DRIED DATES,COMOROS,1525.0,469
2022,8041029,OTHER DRIED DATES,SOMALIA,8193085.0,"1,888,532"
2022,8041029,OTHER DRIED DATES,SOUTH AFRICA,1336214.0,"142,969"
2022,8041029,OTHER DRIED DATES,GEORGIA,812848.0,"150,000"
2022,8041029,OTHER DRIED DATES,DJIBOUTI,630353.0,"213,145"
2022,8041029,OTHER DRIED DATES,RUSSIAN FEDERATION,984431.0,"89,227"
2022,8041029,OTHER DRIED DATES,ROMANIA,1253.0,410
2022,8041029,OTHER DRIED DATES,ZAMBIA,5836.0,426
2022,8041029,OTHER DRIED DATES,COTE D'IVOIRE,78382.0,"12,219"
2022,8041029,OTHER DRIED DATES,SRI LANKA,279423.0,"51,393"
2022,8041029,OTHER DRIED DATES,SULTANATE OF OMAN,17414975.0,"2,625,944"
2022,8041029,OTHER DRIED DATES,SINGAPORE,913629.0,"67,665"
2022,8041029,OTHER DRIED DATES,SWITZERLAND,30507.0,"4,281"
2022,8041029,OTHER DRIED DATES,TAJIKISTAN,1250.0,400
2022,8041029,OTHER DRIED DATES,GHANA,6464.0,"12,000"
2022,8041029,OTHER DRIED DATES,GUINEA,35626.0,"5,920"
2022,8041029,OTHER DRIED DATES,FRANCE,770220.0,"75,544"
2022,8041029,OTHER DRIED DATES,CYPRUS,1255.0,415
2022,8041029,OTHER DRIED DATES,QATAR,509555.0,"41,259"
2022,8041029,OTHER DRIED DATES,KAZAKHSTAN,437468.0,"174,905"
2022,8041029,OTHER DRIED DATES,CANADA,134730.0,"35,948"
2022,8041029,OTHER DRIED DATES,SOUTH KOREA,119044.0,"2,947"
2022,8041029,OTHER DRIED DATES,COLOMBIA,1382.0,255
2022,8041029,OTHER DRIED DATES,KENYA,160738.0,"11,377"
2022,8041029,OTHER DRIED DATES,LEBANON,2127093.0,"700,641"
2022,8041029,OTHER DRIED DATES,MALI,40273.0,"5,995"
2022,8041029,OTHER DRIED DATES,MALAYSIA,9630686.0,"1,048,366"
2022,8041029,OTHER DRIED DATES,EGYPT,408268.0,"322,371"
2022,8041029,OTHER DRIED DATES,MACEDONIA,137032.0,"25,000"
2022,8041029,OTHER DRIED DATES,MAURITANIA,281493.0,"24,567"
2022,8041029,OTHER DRIED DATES,MAURITIUS,33962.0,"1,465"
2022,8041029,OTHER DRIED DATES,MOZAMBIQUE,10281.0,"1,671"
2022,8041029,OTHER DRIED DATES,MYANMAR,166281.0,"26,253"
2022,8041029,OTHER DRIED DATES,NIGERIA,573650.0,"90,982"
2022,8041029,OTHER DRIED DATES,NETHERLANDS,490267.0,"52,956"
2022,8041029,OTHER DRIED DATES,HONG KONG,766704.0,"28,049"
2023,8041010,FRESH DATES,ETHIOPIA,796609.0,"178,409"
2023,8041010,FRESH DATES,AZERBAIJAN,204750.0,"21,000"
2023,8041010,FRESH DATES,ARUBA,6900.0,"4,000"
2023,8041010,FRESH DATES,AUSTRALIA,7375103.0,555000
2023,8041010,FRESH DATES,ESTONIA,1918760.0,"123,892"
